UMAP_1	UMAP_2
13.4273271560669	-2.18881344795227
13.2886238098145	-2.66689777374268
13.5798892974854	-2.8522412776947
13.4541149139404	-2.67131567001343
12.7468967437744	1.40183889865875
14.2695693969727	-1.37880444526672
14.4907455444336	-1.59293413162231
14.3679704666138	-1.98967933654785
13.5524950027466	-2.79342985153198
14.2775621414185	-2.26930284500122
14.082052230835	-1.44736647605896
13.6531925201416	0.702423572540283
13.2966871261597	0.15549124777317
13.1020565032959	0.0833112373948097
13.628306388855	-2.82790541648865
12.8261051177979	0.784677922725677
13.5448036193848	-2.49170303344727
13.2979211807251	0.731567680835724
13.5484485626221	-0.36296808719635
14.0187730789185	0.630908131599426
13.1244640350342	0.698845148086548
13.2445678710938	0.779332101345062
13.905632019043	-2.50429081916809
13.9632244110107	-0.903341948986053
14.1262378692627	-2.22337818145752
14.0187244415283	-1.01603877544403
13.1592226028442	1.51743817329407
13.6964988708496	-2.86028456687927
12.86536693573	1.59626376628876
13.1039180755615	0.66953307390213
14.2227363586426	-0.937430441379547
14.0746202468872	-1.58035397529602
13.05517578125	1.30671381950378
13.3456611633301	-2.82471346855164
14.3975238800049	-1.83448266983032
14.1673183441162	-2.09316754341125
13.8806743621826	-2.25587177276611
13.9294204711914	-1.26771247386932
14.4332237243652	-1.93457818031311
13.1388816833496	0.924305081367493
12.5301113128662	-1.12785804271698
13.1616983413696	0.615072786808014
13.1202125549316	0.753115296363831
13.0151510238647	1.21974551677704
14.1292591094971	-1.79302787780762
13.1909437179565	0.361116796731949
13.6691923141479	-1.53980946540833
14.3274183273315	-2.02087450027466
12.9639348983765	0.368892192840576
14.2153272628784	-0.726821959018707
12.9475593566895	0.987441182136536
14.0762376785278	-2.09451198577881
13.5994262695312	-2.54112458229065
14.011757850647	-1.84703195095062
13.2358179092407	0.989765584468842
12.7710409164429	1.37738978862762
12.5638933181763	-1.71936333179474
11.7774248123169	-1.65952956676483
12.7189645767212	-1.85672748088837
11.6805276870728	-1.16328346729279
14.2958831787109	-2.27912187576294
13.7609167098999	0.972382247447968
13.0247182846069	1.39354848861694
13.2456436157227	-0.969856977462769
13.9936008453369	-1.48265397548676
13.1492786407471	1.55067622661591
14.2238264083862	-1.89062225818634
12.559983253479	-1.7035608291626
12.8324193954468	1.58231055736542
12.8128232955933	1.13194704055786
14.2809133529663	-1.33658111095428
14.4861106872559	-1.89167404174805
12.9841623306274	0.558259725570679
14.4114265441895	-1.94195604324341
12.9351167678833	0.672321677207947
14.2003774642944	-1.30900263786316
13.5632915496826	1.31643068790436
12.815131187439	-0.312769383192062
14.0965995788574	-0.850938439369202
12.7625703811646	1.57890832424164
13.3411178588867	0.832129716873169
13.9565010070801	-2.17591404914856
12.8811941146851	1.60079622268677
14.0372667312622	-2.23185062408447
13.1084470748901	1.00484788417816
13.9192609786987	-2.50221943855286
12.9171333312988	1.45137631893158
12.7891883850098	0.600402593612671
13.7567539215088	-1.82454550266266
14.1069488525391	-1.60636234283447
13.0206518173218	1.57966244220734
12.696216583252	-1.62987375259399
13.0957136154175	-1.19566679000854
13.1365575790405	1.12786257266998
14.1915893554688	-1.92843770980835
13.3298454284668	1.44681358337402
14.1603517532349	-0.723852038383484
12.9410753250122	-1.08486032485962
13.4361925125122	-1.34770584106445
13.5549383163452	-2.23923277854919
13.8039855957031	-2.69997620582581
13.7326745986938	-0.75214821100235
12.8262567520142	-1.33423507213593
13.0608577728271	0.782423794269562
12.6852388381958	1.39932024478912
13.2448377609253	-1.17036485671997
13.4846363067627	-2.58494281768799
13.7764654159546	-1.23385512828827
14.0728387832642	-1.2321230173111
13.4401292800903	-2.43995904922485
12.7896537780762	1.31937956809998
13.2736845016479	1.49820673465729
13.7868022918701	-2.75460457801819
13.3246879577637	-1.24716174602509
12.7842788696289	0.983842194080353
13.3751974105835	-1.87448692321777
13.1084175109863	1.34175741672516
13.0974063873291	-2.48046326637268
14.1236906051636	-1.96167290210724
13.8068008422852	-2.72619342803955
13.5168199539185	0.964648365974426
13.8505964279175	-1.53158164024353
13.2273645401001	0.934316515922546
12.7706718444824	-1.17473566532135
13.3612651824951	-1.97618067264557
14.3257761001587	-1.08664453029633
14.0509614944458	0.434674739837646
13.8171834945679	-2.3146185874939
13.008599281311	1.58978712558746
14.436206817627	-1.8487890958786
13.4858837127686	-2.26308560371399
14.0973072052002	0.416498780250549
12.8519086837769	1.00943458080292
12.4037342071533	-0.798660218715668
14.3963317871094	0.352959215641022
14.3032894134521	0.047528613358736
