V1	V2	V3
-36.7936815104202	2.23611317456005	18.3113765898779
-38.2883941636088	3.81936952389815	19.5454631909696
-37.635043408279	3.11167876815345	19.0671059414726
-37.5202599215899	3.47850314037828	18.5119545034076
-38.3708971903997	4.24641141318221	22.2407941874332
-37.0737687444097	3.14038421063631	18.5247673584374
-37.448171881238	2.47060318664638	18.7150874365662
-37.0541549002119	2.76579977615509	18.6491837615601
-37.324946755082	3.35679894319754	18.4785765075142
-37.8609795289255	3.67492750566642	18.965692196757
-36.8204915581792	2.4141914981332	18.373861171099
-38.6341123736394	3.01664072456749	22.1786970040668
-38.3012104528542	3.20985782461808	21.3986918031247
-38.1851908136841	3.65230615067756	21.235641753592
-37.8877351343002	3.78991285153786	19.0363923715292
-38.4959750287582	3.99675878070076	22.5164873285889
-37.2099067956846	3.2746496785657	18.6602079526374
-38.3603390514205	3.63677734494436	21.8544076148437
-38.167383530111	3.58480083081166	21.2075452962382
-38.4940113918772	3.1921147823683	22.1745279612181
-38.5457908982365	2.97618720649977	21.866589096169
-38.345052158528	3.84202176116768	21.8399061707337
-37.6206569699054	3.62612143226111	18.8848515052828
-36.9301827291018	2.07537819356471	19.722648705776
-37.2359929404611	2.15050233376499	18.4020998632822
-36.8635562747356	1.96674586201941	19.4682647941598
-38.5230653035363	2.88730339263996	21.8465483954741
-37.7709557730001	3.66581977305233	18.9591339033337
-38.4296618471006	3.85853690498955	22.1366239369876
-38.4192196735066	2.86484552765502	21.5378164658859
-36.7866806438547	1.68574962019766	19.3562946451059
-37.2274593307628	2.14260199944986	18.594607417318
-38.3639131315951	4.17788207208687	22.0854855221993
-37.3002483531693	3.1838871431872	18.5008327877061
-37.3327802799932	2.33398575269851	18.5185215381918
-37.0505409893158	2.63133371894763	18.7656076689097
-36.9679310908342	2.3955041870102	19.5150840633483
-36.9643821166248	1.59026329223517	19.205539502262
-37.362627266547	3.46196570082822	18.8761987343219
-38.3870982709369	3.32415914089333	21.5965971442125
-37.9593396595639	2.27729377304484	18.2237365842412
-38.4567514373918	3.27452668911757	22.187495863646
-38.4989621507717	3.4005761542562	22.1153660529517
-38.3360837437957	3.74620097669166	21.5492535679413
-37.4788233566962	2.95436099789193	19.1928969439419
-38.1862029957892	3.76802954949743	19.884644139234
-37.3258355261308	3.41186364022967	18.9196081682345
-38.0095147875289	3.49662828312579	19.8558683393808
-38.1249617534097	3.66807360347502	20.0121918858206
-36.9047629633056	2.07685803479581	19.7355508437489
-38.588008530913	3.57922280776182	22.4713719934394
-37.8892805050614	3.04412049112496	19.5125598153797
-37.3388216085808	3.41588982577244	18.5986945498746
-37.904488855705	3.37884747276446	19.6288953031768
-38.6084130894807	3.70920525461615	22.573622581917
-38.303174094144	3.52059742026492	21.3784905154557
-37.2323150566305	1.6092753858093	18.2898479988113
-38.2145621113264	3.07998332691497	18.3187104961902
-37.5195234108803	2.6691330718473	19.3187513836703
-37.8113279625607	1.93833095889232	18.3425931081597
-36.9336989270695	2.44639753299586	18.5057533399076
-38.5262214577254	3.11309852850594	22.0806923497594
-38.2466724218841	4.25971127954669	21.7954496163331
-37.9635733262936	3.72155950446644	18.7972366476797
-36.7608397022344	2.21967446214698	18.450544248546
-38.6196578687445	3.34820114852881	22.3316286178599
-37.7840830937703	3.50463171570209	18.815020046965
-37.4296700971579	1.7282674903628	18.8463654771292
-38.3257771552736	4.22793461576546	22.0398503153071
-38.3730639295064	4.12317926697656	22.1313627973354
-36.906211137177	2.19645238288333	18.4617304631096
-37.2391814289634	2.67690162976746	18.326642754672
-38.3156249020353	4.25074349651356	22.0030431151018
-38.0266894657536	3.74495006280083	19.3117165519381
-38.2824474485998	3.77477130352257	21.4060369250676
-36.8852311431957	1.6964472140357	19.1247443985071
-38.4790547902937	3.39257848209847	22.1780520559813
-38.2383795351668	3.79110419525031	19.8211658739309
-36.7650801058013	1.92215482271895	19.4216075915799
-38.3373592347877	3.94935248198246	21.9003764670615
-38.4752588314244	3.38098116441861	22.1663938396248
-36.9753178488338	2.63193235883782	18.7532098142952
-38.3819889344136	4.23287978236477	22.2873634190062
-37.4590363044942	2.76030257241737	19.2766601080801
-38.5885165186677	3.76587705670301	22.6129923054763
-36.8926338161712	2.20190171119992	18.4034349534252
-38.3144368972455	4.29550600836116	22.0711450493872
-38.3603153018478	4.24488031580425	22.1761490057155
-37.1391648998012	2.76980511416189	18.3372782718019
