PC_1	PC_2	PC_3	PC_4	PC_5	PC_6	PC_7	PC_8	PC_9	PC_10	PC_11	PC_12	PC_13	PC_14	PC_15	PC_16	PC_17	PC_18	PC_19	PC_20	PC_21	PC_22	PC_23	PC_24	PC_25	PC_26	PC_27	PC_28	PC_29	PC_30	PC_31	PC_32	PC_33	PC_34	PC_35	PC_36	PC_37	PC_38	PC_39	PC_40	PC_41	PC_42	PC_43	PC_44	PC_45	PC_46	PC_47	PC_48	PC_49	PC_50
-33.1967972962426	2.57592162442817	-10.5749999822693	-2.49053267226338	-8.8022768706646	0.375346485408974	2.93940596593367	3.08620909463245	-2.19935957830647	-5.48121987633431	1.41371045599321	-1.3922429869157	-2.67969747051528	-0.574622558441171	-1.63803549529903	-2.53631288845943	-2.15117181197352	5.73952300311618	-1.26199974759431	5.50145654143497	4.11810450733647	-1.98466187972852	-1.02592414825431	3.92846284860149	-1.86909522287579	3.36024852430235	2.37552977012794	-8.28116369631313	-2.50339782817474	-2.16308451885312	1.667482767126	-5.51066809270917	-0.978903103670798	-0.401732977308946	-2.53846251670122	1.45922173166244	2.68127700962946	-2.66864186704481	-1.2974661130658	-5.22789552669754	5.77047780327846	3.19998145806299	5.93044181529948	6.97947941258747	-7.72376201825912	-2.2297260720106	1.2918605436987	2.8712794789422	1.10162769032446	-0.269696177882029
-41.7148981900651	-2.86162849176563	5.83669978010849	-3.50247803995381	-5.28208443592773	-9.8444274141106	9.61081324539558	5.69345650216126	-1.26566866851167	-2.21339729971667	0.229667369902264	-0.566779624156687	-5.13978056497266	1.18786441296281	-0.0629389379580364	0.411305322291593	6.51418065429144	-2.71791707587154	5.1187783718937	0.524870353625802	-5.79686591524836	-4.76815916130831	6.93629157086136	7.27073217077633	6.98199364178892	-1.90012613039467	-8.13464417955109	-0.371414922060317	-0.704025817017584	1.19015150335068	0.983887079452772	-6.21611073198114	4.04501883116199	-2.12478160832343	0.842156879621232	-1.14412231070684	4.36858162380243	-5.60288712745823	-1.57215630886248	2.27442937648615	3.93058706527335	-1.448841614862	4.52551576241601	-0.846864859399438	2.44149121170489	-2.18682793798255	4.80529186516986	2.09503727510249	1.70613989870876	2.14312058859173
-31.7759087787696	-0.562625750419461	1.35119149752947	-0.0878831429500857	-9.05965093099452	-3.09707967217534	5.74338582597175	5.84618515107063	0.468238633581854	0.823083012636386	1.21464900038361	1.89526437901334	4.79897075909876	-1.59302285758534	2.31252201286344	-5.06779983103768	-0.310159582841671	0.761738304938809	-2.07815001489801	-0.293835927472413	1.4796835550161	-1.77776815034247	0.959439427888331	-0.619579740379591	0.0770360425975898	-1.72627689337534	-1.0815293160237	-2.66764493810973	-0.614600285575098	-1.54989962662483	0.785004232651622	1.38282414095568	-4.5661023585726	0.387635930304206	-0.96038093263827	1.76397162514878	0.784509113758951	-4.36789869611117	4.54541870607477	2.53136555024516	0.751174067693208	1.17014786799417	0.365876132956802	-0.748528741690859	4.87218367545773	-0.862085760529613	1.19830606204553	0.69723140247878	-0.48715596866165	-2.32309337403076
-35.9419103277511	-2.5691160509618	-1.30785031732603	-2.55918202846462	-6.85202148433162	-3.52511091538322	1.56207753887309	6.76432537263253	-0.302155578892369	3.18756708296807	-0.634747773121175	-0.252873998072705	3.10868080306172	-3.84380203125813	3.43246149461245	-4.56542072965293	6.31680161712956	-0.824744226769502	-1.36023712167213	-0.787629938973284	2.51739150886599	-4.31393430035525	-1.00423220804514	1.95322892448321	2.57068223911223	-0.816276170262517	1.32360726228585	-2.17296207771948	1.08695056860952	-2.0758725971487	5.71032137677195	5.95665299291321	-4.61289730477543	-2.47634449625597	-3.23532680881016	4.47789664107128	-4.51261415324373	-1.58874017005183	2.9668807224018	-5.55999364218732	1.54740735563277	-1.95155283982714	-1.20274387618477	-0.704940076960296	3.61775673931734	1.10617725513166	-2.32071728304023	0.348872894953766	4.80208452073062	2.97429768491289
-36.0778786662247	6.19316589706302	15.2049102843289	8.11999894026517	-0.539197625239553	-4.37454078826735	5.71131688428679	-2.19696152440013	0.853836293127602	-9.64917285271578	4.7203881454831	-0.25011381276412	-1.74332359527953	-5.49569866651199	-1.92430957046842	5.22990432325214	-1.37300872805275	-3.02094383030797	-0.978538304189446	0.137837757643438	-0.986032007456834	-0.501262785286337	-0.174906090414439	2.90375673216864	4.95748362787195	0.263460066032154	-3.6417145952415	2.20041912082469	-3.59934316792235	-5.21142094132798	3.03842706188906	3.28867590823911	-1.83473014011736	10.1164668015247	3.49202872742866	3.47430700661423	4.94293002410224	-3.02888900726731	1.84594033804401	-0.351245409368776	-8.4866801068138	-2.01506056133926	1.45840225912957	-1.5120281060531	-2.54469966823398	0.224409306732165	1.42874793642892	0.554155110973285	3.03213815872717	-2.8299861304008
-33.6254032108974	4.98484701600509	-6.83335286762935	-3.8690213249283	-8.72846044742762	7.09811946604296	-3.28139115154049	-4.25169810833127	-0.86676197683738	0.465006840452912	3.28460738432479	-0.548599990808487	-0.244787946622519	2.99291170141651	-7.64912892096536	-1.49555405410422	0.61059002415952	-3.09156813719986	1.6697985688695	3.76766017870822	-0.391930993275718	-0.947461215939926	3.61559378174095	5.62196015339226	0.569128097461529	-2.38212672898004	3.15241155388811	3.06151889318778	-0.72253727387609	11.79412406643	-3.32133097184417	5.65325137109539	-5.18566686685153	-8.90175345555482	-0.312924963191481	2.6929706285125	-3.23417935065409	-3.15689770980127	0.113913179006079	-1.92499124673787	0.923294282498411	-1.5703197797196	2.43999978532319	-1.71992237405074	6.01850085403329	2.72734115548642	-0.0190659802783134	1.16392845744945	6.0425138565272	9.30852304908124
-27.1139962819412	5.362683669433	-5.55126419242805	-3.00886645915597	-10.5727272669631	3.70568293980558	-0.439265581134489	-3.83297039408213	-0.181696184117743	0.282021073420924	-6.35124070163488	0.693973143822602	-0.989289417573206	1.2675640202038	-3.27723378534715	-0.395835779080211	-1.36574939370604	-2.00672023624449	2.22669955958706	0.321643406627443	5.36423677350673	6.28809919620835	-5.35191579895696	5.42192952868509	-3.25377944656588	-1.12230597114038	-5.97580553577256	3.67212829901615	-0.315219067589223	-0.0164529525019327	0.466970184700744	6.18086857263515	1.46140393501677	-9.43029428183976	-4.81840448920631	-3.64034849254731	1.3149453406697	-1.32551527458046	0.505302706983533	-3.4664167566729	-2.13049448995853	0.619390903385374	0.892329929802958	-3.74009486337985	1.96510801550595	2.0119571421808	0.0510980901078676	3.4035413331348	-7.37100946383493	-4.69079135360756
-30.2046054299744	-0.544532522975326	-3.54895949892741	-1.84984813491339	-9.59079775452178	0.556260989224726	-0.601026759563216	-1.00077187482128	-1.97011558280397	3.18288766062126	-2.44318206718931	0.403130643198058	-0.637995334062572	2.3260854188507	0.0284634341042237	5.98834011193434	4.86679838049386	-0.481375759477166	0.579924021177715	-6.26129563593597	-4.39871039966367	0.425242907662532	3.36836567256431	-1.16238668470294	-1.08195322119189	-0.168317062772222	-1.98215877892354	2.9112965147414	1.82765462000865	-1.39794177517164	1.79545230908863	-0.747546088560718	0.0885348322905436	0.586007521188787	-3.08174290822379	-5.18745343219365	0.545641260476753	0.11229058184855	0.203164767327039	0.509308906727616	-0.0941515876503892	0.0241204184733686	0.257317876316655	3.18372884746178	-5.15637307810782	2.49352181853473	-0.556954321586121	0.784587707849543	-3.11560055835048	-3.99570455811767
-34.0948958902079	-3.17405411340897	-0.662323633943253	-1.27824592140016	-11.7214804158483	-1.83892374518144	4.26305611729865	6.9117996085411	2.24942370234002	1.67100091833716	1.14538861775181	-0.00339601485858914	0.164774476707869	-4.43609603251405	-3.66093996082757	0.452147344451409	0.615500648338646	-1.08719297690712	5.68963869889995	-2.41907241591399	3.38516099997768	1.7046619800518	-2.37757740092795	0.956819538098754	3.73310530482383	3.31127837823759	-0.560602949199845	-6.91219057293787	2.81786336528068	4.48742089643859	-3.21300439178995	2.95887237693681	-8.34273214460369	-4.90680600216017	1.69922147920874	7.36871672097094	-4.36700970040446	-6.37243636317639	2.22135654826524	-2.74609293305091	2.10536591836509	-1.37419799541914	-1.47673213017202	-2.18741745116425	1.96038225265028	-5.32752633173706	-1.1444775727022	-0.25990232230403	3.44461078003202	1.73105029669206
-34.7606570399983	3.36784413934737	-0.315758414953587	-1.75397415359171	-10.1592818735969	-2.442220801721	1.97101565526146	-1.76066161234251	-1.44847626988159	1.43163522186103	-0.991554138911271	-1.95892970827703	-0.112361713718288	-0.518476210189413	-5.3213504969994	-3.36966345874682	5.13184535328441	0.302520305750456	-2.24892411012517	2.06329435940172	-6.49141333566238	1.67248223739081	-5.83703288202858	1.60200269576836	3.94678060403904	2.01586720304838	-1.57962223555503	-0.522479047772513	0.469654065820538	5.65558482031725	-0.265740545374096	-3.57453592523511	-0.673411284922489	-0.606540189829173	4.21183401487382	-1.81762805826863	0.17151068702437	1.91113527753834	-1.56371052841183	-4.89320256063665	-0.829704138038062	-0.49311138557459	-7.00428045292953	-2.2256115969254	1.28885891053892	-1.51065545565917	3.23598942834502	0.822183774321084	6.89933614246958	-1.67065208677301
