PC1	PC2	PC3	PC4	PC5
-36.9411808289309	-0.739757690136636	-17.7615800792827	11.7408653709491	-13.2002818787226
-47.3007231242898	-8.04848708355293	-22.9166832690576	-3.09668363918737	-5.47770058010589
-38.7886910423957	-4.24360161375625	-16.627877606412	2.31724254845529	-7.58661322252242
-40.6715781599714	-3.98187525467087	-19.077423084016	4.82747772875326	-10.8657502472706
-43.7358778031982	-5.67199566014968	-33.6775132658116	-9.36600741059995	14.0441529871457
-38.6803506359233	-2.2869603707404	-20.6997292371029	6.51909144739147	-12.0788163747828
-34.2176675589088	-1.83701290140778	-15.9353190494752	3.8257780495462	-11.9644705780341
-35.8165215372539	-2.55473321233159	-18.8134231121284	7.24640580346815	-10.6822942946199
-40.3431709663997	-4.8595943695278	-19.0788547099579	6.20158571192285	-9.79884423169128
-41.2190925021788	-5.36111069077276	-20.9649604030438	2.31761666100469	-9.60069110477128
-37.8328761869911	-2.19262452337892	-17.6989983010943	10.1718895370125	-11.2381215212965
-31.7969675311574	-0.414342698042173	-26.9936709216596	-10.4462563359747	15.1591239269241
-35.8260126727321	-2.87956262092403	-23.5487168643147	-3.70934831849846	11.0485716490049
-41.0093095698209	-4.0232090515771	-27.7235441871109	-3.12453163969925	8.83612035174792
-41.7219853539304	-5.42112008345881	-21.5444208037459	3.15948072361675	-8.64157176001552
-40.6175475850041	-4.63695765601025	-32.8628517463207	-12.1786841921538	16.7084628109416
-39.3064390349549	-4.64183205674943	-18.4762807344929	6.01526608345857	-9.42907459013449
-39.0916955435362	-1.72546373180078	-31.0369406711074	-3.26164496633212	14.4917144837931
-41.5979548458547	-4.23270161855394	-26.4935537056554	-1.93815757335623	8.89229890034609
-33.4233672209742	-1.3058211079599	-30.6314283080759	-6.02066890803935	20.8398367358119
-29.8968714688482	0.323312384192309	-27.6011520852047	-7.61199162264413	11.1212093108881
-39.8105166898645	-4.60891644317024	-31.471809195114	-5.74830752657724	12.1457570490347
-39.3524016708903	-3.68990752406173	-24.5499938725658	3.24682730810973	-9.94050264301339
-33.2837798768802	-0.470950987304071	-17.3708812367069	12.0800168487379	-1.39562873729967
-34.4430357470563	-1.68714841690925	-14.8843137769229	8.34818111022022	-12.9350837230683
-33.0584247015403	0.271120025118314	-17.1080255008634	12.5622910148345	-2.99935949621426
-27.4800109368055	0.740203124554965	-19.2778679430659	-13.1761083326248	14.2123572043029
-41.1665869293182	-4.53975269579962	-21.935141112887	3.14936044762682	-9.14792118482096
-40.5227160496476	-3.40398659161894	-29.2635974625377	-9.3269774035073	12.700792824629
-29.7120323319329	1.28515377637315	-24.9585450046002	-3.86937960989695	8.59062664295211
-33.7761240174241	0.610902444669633	-16.1264106907682	17.2678012719257	-4.45980778213134
-33.8677721013548	-1.51397350980008	-15.2326479963587	8.89502783510598	-11.1658766030442
-43.7365158683037	-5.46211908062975	-33.626307074636	-5.42191834362568	14.3027598427953
-40.2577435077406	-4.87180691687443	-16.5032944754535	6.02364046103076	-9.75887140003016
-34.752656232127	-2.95765116997397	-15.2972417863323	7.28250208677005	-12.6034619828225
-36.0953660533593	-2.13559983230032	-17.2940338813057	7.34606883283103	-9.95787040698343
-36.6957619057621	-1.51975498726608	-16.3567615670078	9.73726854215943	-2.33254370799018
-30.4784865742091	0.811753181943333	-14.4915279673623	15.5248808112317	-5.95221392836326
-38.7671371754039	-3.61784566437587	-20.9463861365906	4.78561478663917	-9.22927491621109
-37.7103180471277	-3.8866038350966	-26.7818469841221	-6.12450027467313	10.9941109652026
-33.9368693393537	-3.51714870326778	-3.06639466400764	-1.63586328975457	-9.31881420031371
-34.3866040196093	-1.74585602881814	-31.6077636136719	-4.99189328404533	15.8767972112999
-37.4785586379311	-3.65582899014797	-27.6817193029396	-8.20193854162514	14.2177920614219
-41.4928239492961	-4.56107131518525	-26.7286054779515	-6.27089729051397	9.87089910692092
-36.541486878371	-2.87420286468182	-17.660181452197	2.85889756201812	-7.70252008752213
-44.394638103205	-6.71112735254322	-26.0934347557538	-5.11616254199594	-2.29361643674294
-37.9943885048604	-3.89041452169941	-20.2256963099814	4.42480745243797	-8.97437637545921
-38.4335534219132	-4.81513178400243	-23.0256139868876	-4.00223957867849	-3.89934631484353
-40.6879383292798	-5.27248917713412	-24.9976800798581	-3.9528293488626	-2.15427511291609
-34.3590933467478	-0.751227137187759	-19.0992412094604	14.0688812259044	-0.576947612891534
-37.8260829824905	-1.67019617665722	-32.1622077276743	-8.95175641944477	17.6900639254208
-35.4564535279167	-3.17105869794186	-18.1977742743984	-2.0689972216934	-5.14274591545295
-39.5475877676489	-3.56524157613857	-18.7077575030742	4.90153183028146	-10.9826864830866
-38.7308004791242	-4.45978708572809	-20.7850193891085	-0.809230576169966	-3.58627898789778
-37.4446140500137	-2.76737246207794	-33.4620008493467	-11.332751716821	21.7253233928352
-39.2026304131635	-4.30448982183434	-26.1933911080971	-6.32635707514222	8.87083675955712
-34.4902623363545	-2.32051266507265	-12.2150643784562	12.2431658686573	-13.1191150285741
-47.3473156216236	-6.97074114693852	-3.51012096398657	-4.34309239018649	-10.2805506885588
-35.181011467858	-1.48481067926535	-14.017905061112	3.71330740434345	-5.52198481231536
-30.7581000286472	-0.867677881981877	-8.12097853417324	3.08229171901454	-16.5799631270471
-35.080147718759	-1.78050598973782	-17.9268611009882	8.29767363373159	-10.9002260097105
-32.7105216117356	-1.59582139219468	-28.109711135722	-7.04344525406915	16.3294013087679
-45.5603864362518	-5.61288168171965	-30.993122941785	-5.75298561262319	11.2926888296415
-41.7444324603027	-4.07693889760733	-24.1191105202752	1.05062537878281	-12.7447729015643
-35.4812575008912	-3.33389057933763	-18.1575407022334	12.7882231305622	-12.1073730527981
-36.705669369733	-2.7031759351142	-28.0915752071187	-10.997521500293	16.0391131599082
-39.7523190385987	-4.85262995936352	-19.6117445005803	2.09129501609522	-10.5501156041064
-30.7856172680528	1.62244559631532	-12.0652317549074	10.5644606187153	-10.7201868238623
-43.6379562172606	-4.87915956313859	-30.8696923414071	-6.40377918790324	13.9605921743808
-42.1888799343245	-5.22872683869316	-31.7194412341011	-7.22021837857684	14.50225597074
-35.7830389148881	-1.98995711422428	-16.5334273919705	10.0418318998208	-11.3332849940974
-37.3394111706295	-2.15831891841841	-17.8528354386471	5.48833984873992	-14.4312360836738
-43.4093506950821	-4.65247259448609	-32.2645459500672	-6.093326643615	13.0328379298493
-41.9005485150879	-4.46180569100192	-23.0403442700552	1.07246580957541	-7.0350504116058
-42.7884693778957	-6.07922924011354	-25.290268576536	-7.11307194315049	9.23119608451574
-32.2787643230198	0.468838466022231	-16.3808413854944	15.6652122681982	-7.75072854500468
-37.0241458227459	-3.20080585379556	-28.815715663252	-9.0136636730007	14.3097794242554
-51.3540119705394	-8.39561094722456	-24.3244424759046	-7.91570356322922	1.0654252289273
-34.8188342342847	-0.694958872593484	-17.8973205506816	14.9692792791894	-3.96601593260528
-41.8051269572016	-5.23658519930819	-27.3639818869688	-5.05037258829133	14.4630486349229
-36.3629144518324	-1.24051701169866	-30.0216575845793	-6.45913414423225	14.3663807136306
-36.6337798226518	-0.221721927649783	-18.6593208332475	6.47220368287407	-10.7241703694084
-45.3797714963558	-6.08405065458332	-31.3581828316375	-8.24431649730699	18.3570829489556
-35.2983749661674	-2.29244657247867	-16.9848429650419	4.49861773714959	-6.78540149836033
-40.2887534337849	-2.74432913353914	-32.9911154410099	-11.4239434700676	23.2115780857308
-36.4922215814983	-3.02760427487458	-16.2879016068209	10.2133623472729	-11.5382692165289
-45.8374732581636	-6.9640548433464	-31.1605369772978	-7.99191393880132	13.4261874148656
-44.1246438468562	-5.19709411845902	-32.5989798548319	-9.06860371541331	14.2212246947284
-39.967941592923	-3.5039826209515	-17.4905777682703	9.64929057415173	-10.8102909815448
-39.6143458114877	-3.96616101120735	-19.0164955325906	7.95626742780893	-9.5556739469153
-41.4458510276785	-5.32993518400434	-28.5185651086085	-10.952402335355	17.0714157185096
-31.793825339902	-0.0763972840914545	-7.96763075398367	7.52409358449674	-13.2612708630628
-40.0035460298617	-3.18770189856475	-17.5896457547085	3.06456162905248	-12.4325749733089
-43.2036659674319	-4.84682129655796	-29.8543794593304	-2.68537760979687	6.13068004020117
-40.9294905078433	-4.76820473442825	-25.4956391960341	-0.314524401713659	-2.34867802314922
-34.888032993763	-1.89963978709702	-29.8790344030202	-11.5511945117645	15.8032884798129
-35.0859048398149	0.400296245471249	-19.997592550511	13.4207496766589	-4.78062654334186
-34.2365669957817	-1.62473999094376	-9.83383946061372	11.5422835465126	-6.65226542086643
-38.4064791220951	-2.67868964155927	-19.9104548131328	8.09514388888743	-11.1809107229803
-37.8356289868313	-2.99240942683157	-14.9242126803303	6.36397619256224	-9.89691478503229
-37.3173881702602	-4.63267539562782	-19.3088422265145	5.02828312103174	-10.3254246277082
-41.0716783148479	-3.80855793811389	-19.8123304824744	5.0506680243697	1.19383996575393
-34.0449200149886	-1.81045919869836	-17.6021130151357	5.81309412382635	-3.54441332043175
-38.568747565538	-2.70805930715622	-30.0302027996338	-10.4462492479322	17.1817828898228
-38.7995028210148	-3.68505473076147	-27.7626410145548	-9.28795291620868	16.808593428544
-37.4532331271347	-3.76690140006798	-15.6348902472546	3.22898574669559	-8.53205505822621
-41.9284475700326	-4.5380372026223	-17.4723632839687	5.64312566826327	-10.4526077575925
-41.0639788945766	-4.24711675913297	-17.8080415204688	9.21086866755146	-4.40621991270208
-36.3648593617748	-0.796530593150288	-17.8116162770044	12.4357629066722	-1.05417581959518
